geo,vid,estimate,estlb,estub,estse,estrse,pop,number,numlb,numub,numerator,denominator,indicator,year,datatype
Auburn-North,1000,14.0,8.0,23.0,3.72228446,25.958490999999999,38061,5500,3200,8900,28,295,medcost,2012,survey
Auburn-South,1100,21.0,13.0,34.0,5.36896827,25.215083,25274,5400,3200,8500,29,180,medcost,2012,survey
Ballard,2000,9.0,5.0,15.0,2.47033825,28.332279999999997,51489,4500,2500,7700,40,570,medcost,2012,survey
Beacon/Gtown/S.Park,2100,15.0,9.0,24.0,3.84977457,25.419076,39649,6000,3600,9600,31,288,medcost,2012,survey
Bear Creek/Carnation/Duvall,3000,9.0,5.0,14.0,2.17623308,25.306381000000002,64508,5500,3300,9000,34,556,medcost,2012,survey
Bellevue-Central,4000,15.0,9.0,23.0,3.49994928,23.278199000000001,35568,5300,3300,8300,26,301,medcost,2012,survey
Bellevue-NE,4100,9.0,5.0,17.0,2.89123457,31.977533000000001,34899,3200,1700,5800,23,328,medcost,2012,survey
Bellevue-South,4200,6.0,3.0,10.0,1.68045575,28.146023999999997,31530,1900,1100,3200,18,280,medcost,2012,survey
Bellevue-West,4300,9.0,5.0,14.0,2.29900066,26.493882000000003,28371,2500,1400,4100,18,277,medcost,2012,survey
Black Diamond/Enumclaw/SE County,5000,10.0,7.0,14.0,1.89686269,19.106572999999997,45386,4500,3100,6500,38,420,medcost,2012,survey
Bothell/Woodinville,6000,8.0,5.0,13.0,2.07637271,25.894509999999997,32984,2600,1600,4300,24,284,medcost,2012,survey
Burien,7000,19.0,14.0,25.0,3.01477415,16.079011000000001,47544,8900,6400,12100,81,642,medcost,2012,survey
Capitol Hill/E.lake,2200,18.0,12.0,26.0,3.41164526,19.005337000000001,45483,8200,5500,11700,54,478,medcost,2012,survey
Central Seattle,2300,20.0,13.0,30.0,4.23411405,21.004693,44572,9000,5800,13200,47,418,medcost,2012,survey
Covington/Maple Valley,8000,10.0,7.0,15.0,2.09369493,20.321876,54611,5600,3700,8300,40,459,medcost,2012,survey
Delridge,2400,16.0,10.0,25.0,3.67775186,22.992692999999999,30374,4900,3000,7500,34,279,medcost,2012,survey
Des Moines/Normandy Park,9000,19.0,13.0,26.0,3.48277501,18.758343,36146,6700,4600,9500,57,475,medcost,2012,survey
Downtown,2500,15.0,10.0,22.0,3.16938478,20.937823999999999,42927,6500,4300,9600,50,449,medcost,2012,survey
East Federal Way,10000,7.0,4.0,12.0,1.90469782,26.326022999999999,35164,2500,1500,4200,20,231,medcost,2012,survey
Fairwood,11000,11.0,5.0,21.0,3.86634585,36.54542,24068,2500,1200,5000,13,204,medcost,2012,survey
Fed Way-Central/Military Rd,10100,19.0,13.0,27.0,3.6314096,18.890196,56690,10900,7400,15500,47,374,medcost,2012,survey
Fed Way-Dash Point/Woodmont,10200,18.0,12.0,28.0,4.19271281,22.746327999999998,32692,6000,3800,9200,30,252,medcost,2012,survey
Fremont/Greenlake,2550,10.0,6.0,16.0,2.69674517,27.521062000000001,52761,5200,3000,8700,35,463,medcost,2012,survey
Issaquah,12000,11.0,4.0,24.0,4.70083873,43.889178999999999,30716,3300,1300,7300,12,260,medcost,2012,survey
Kenmore/LFP,13000,9.0,5.0,14.0,2.15016786,24.381003,34837,3100,1900,4900,28,388,medcost,2012,survey
Kent-East,14000,17.0,9.0,28.0,4.67454217,27.987848999999997,35921,6000,3400,10000,17,184,medcost,2012,survey
Kent-SE,14100,19.0,14.0,26.0,3.12380168,16.462387,55129,10500,7500,14300,58,408,medcost,2012,survey
Kent-West,14200,11.0,6.0,18.0,3.06691744,28.555944,27586,3000,1700,5100,22,187,medcost,2012,survey
Kirkland,15000,7.0,4.0,13.0,2.23060489,31.514765999999998,47811,3400,1800,6200,31,490,medcost,2012,survey
Kirkland North,15100,11.0,7.0,16.0,2.40837613,22.772584000000002,33738,3600,2300,5500,34,308,medcost,2012,survey
Mercer Isle/Pt Cities,16000,7.0,3.0,17.0,3.37173121,45.039122999999996,29951,2200,900,5200,12,356,medcost,2012,survey
NE Seattle,2600,9.0,6.0,14.0,2.05641852,23.026039000000001,65928,5900,3700,9100,39,648,medcost,2012,survey
Newcastle/Four Creeks,17000,11.0,5.0,20.0,3.60909982,33.661805999999999,27910,3000,1500,5600,19,245,medcost,2012,survey
North Highline,18000,23.0,13.0,39.0,6.69686805,28.498607,17416,4100,2200,6800,24,155,medcost,2012,survey
North Seattle,2700,12.0,8.0,19.0,2.82435215,23.184321000000001,44317,5400,3400,8400,47,488,medcost,2012,survey
98028,98028,47.2,42.2,52.3,,,,185,,,185,392,childvac1935,2013,vs
NW Seattle,2800,15.0,9.0,24.0,3.81761091,25.332663999999998,42889,6500,3900,10400,37,439,medcost,2012,survey
QA/Magnolia,2900,8.0,4.0,14.0,2.44989458,30.233861000000001,57851,4700,2600,8300,37,575,medcost,2012,survey
Redmond,19000,10.0,5.0,18.0,3.08843522,30.613853000000002,54331,5500,3000,9700,28,422,medcost,2012,survey
Renton-East,20000,12.0,7.0,20.0,3.36273391,28.162416,31031,3700,2100,6300,20,221,medcost,2012,survey
Renton-North,20100,14.0,7.0,24.0,4.13479722,30.081067999999998,28709,3900,2100,6900,20,190,medcost,2012,survey
Renton-South,20200,12.0,8.0,19.0,2.70380224,21.633020999999999,51460,6400,4200,9700,41,378,medcost,2012,survey
Sammamish,21000,7.0,4.0,14.0,2.47522548,33.283382000000003,46669,3500,1800,6500,21,397,medcost,2012,survey
SE Seattle,2950,16.0,10.0,25.0,3.58108283,22.053919999999998,41377,6700,4300,10100,53,458,medcost,2012,survey
SeaTac/Tukwila,22000,21.0,15.0,29.0,3.49966302,16.640741000000002,46190,9700,6900,13300,71,461,medcost,2012,survey
Shoreline,23000,14.0,9.0,21.0,2.81377745,19.930285000000001,53181,7500,5000,10900,51,539,medcost,2012,survey
98127,98127,,,,,,,,,,,,pqiacute,2011,vs
Snoqualmie/North Bend/Skykomish,24000,6.0,4.0,11.0,1.89804321,29.424035999999997,43219,2800,1600,4900,21,345,medcost,2012,survey
Vashon Island,25000,16.0,10.0,26.0,4.14474172,25.571408999999999,10739,1700,1000,2800,26,179,medcost,2012,survey
West Seattle,2960,12.0,8.0,17.0,2.34775751,19.845796,52945,6300,4200,9100,48,641,medcost,2012,survey
Auburn-North,1000,43.0,34.0,52.0,4.73650244,11.011832999999999,38061,16400,13000,20000,99,292,chkup1yr,2012,survey
Auburn-South,1100,42.0,31.0,54.0,5.87229956,13.916695000000001,25274,10700,7900,13600,61,177,chkup1yr,2012,survey
Ballard,2000,44.0,36.0,51.0,3.75513686,8.627609,51489,22400,18700,26200,201,569,chkup1yr,2012,survey
Beacon/Gtown/S.Park,2100,41.0,32.0,51.0,4.84956711,11.786621,39649,16300,12700,20200,106,286,chkup1yr,2012,survey
Bear Creek/Carnation/Duvall,3000,42.0,36.0,49.0,3.43154414,8.12223,64508,27300,23000,31700,199,550,chkup1yr,2012,survey
Bellevue-Central,4000,34.0,27.0,43.0,4.20532605,12.291416,35568,12200,9400,15200,99,298,chkup1yr,2012,survey
Bellevue-NE,4100,37.0,30.0,46.0,4.09979749,11.020994999999999,34899,13000,10300,15900,106,325,chkup1yr,2012,survey
Bellevue-South,4200,40.0,32.0,49.0,4.33731379,10.845231,31530,12600,10000,15400,94,277,chkup1yr,2012,survey
Bellevue-West,4300,37.0,27.0,47.0,5.17783189,14.183314999999999,28371,10400,7700,13400,79,274,chkup1yr,2012,survey
Black Diamond/Enumclaw/SE County,5000,41.0,33.0,48.0,3.82905054,9.438804000000001,45386,18400,15100,21900,143,415,chkup1yr,2012,survey
Bothell/Woodinville,6000,35.0,26.0,44.0,4.62029861,13.321807,32984,11400,8700,14600,83,281,chkup1yr,2012,survey
Burien,7000,39.0,32.0,46.0,3.64975845,9.333435,47544,18600,15300,22100,218,635,chkup1yr,2012,survey
Capitol Hill/E.lake,2200,43.0,35.0,51.0,4.13313865,9.676781,45483,19400,15900,23200,157,471,chkup1yr,2012,survey
Central Seattle,2300,47.0,39.0,56.0,4.51833781,9.527330000000001,44572,21100,17300,25100,154,416,chkup1yr,2012,survey
Covington/Maple Valley,8000,39.0,32.0,46.0,3.77037172,9.714174,54611,21200,17300,25300,144,446,chkup1yr,2012,survey
Delridge,2400,44.0,35.0,53.0,4.66738796,10.694857000000001,30374,13300,10600,16100,103,274,chkup1yr,2012,survey
Des Moines/Normandy Park,9000,42.0,34.0,51.0,4.24177807,10.054915000000001,36146,15200,12300,18300,157,471,chkup1yr,2012,survey
Downtown,2500,39.0,31.0,47.0,4.09289998,10.471719999999999,42927,16800,13500,20300,145,444,chkup1yr,2012,survey
East Federal Way,10000,40.0,29.0,51.0,5.57952777,14.075661999999999,35164,13900,10300,17900,77,230,chkup1yr,2012,survey
Fairwood,11000,46.0,34.0,58.0,6.09239767,13.321216,24068,11000,8200,13900,66,204,chkup1yr,2012,survey
Fed Way-Central/Military Rd,10100,35.0,28.0,43.0,3.7073265,10.502862,56690,20000,16100,24300,120,367,chkup1yr,2012,survey
Fed Way-Dash Point/Woodmont,10200,39.0,30.0,49.0,5.13742843,13.156076000000001,32692,12800,9700,16200,69,250,chkup1yr,2012,survey
Fremont/Greenlake,2550,47.0,39.0,55.0,4.13416382,8.751000000000001,52761,24900,20700,29200,176,454,chkup1yr,2012,survey
Issaquah,12000,36.0,27.0,46.0,5.14271906,14.312220999999999,30716,11000,8200,14300,81,258,chkup1yr,2012,survey
Kenmore/LFP,13000,37.0,29.0,45.0,4.26006325,11.642455999999999,34837,12700,10000,15800,124,381,chkup1yr,2012,survey
Kent-East,14000,43.0,33.0,54.0,5.40422264,12.619089000000001,35921,15400,11700,19200,64,181,chkup1yr,2012,survey
Kent-SE,14100,38.0,31.0,45.0,3.66435255,9.688479999999998,55129,20900,17100,24900,136,403,chkup1yr,2012,survey
Kent-West,14200,49.0,37.0,61.0,6.19838705,12.720946999999999,27586,13400,10200,16700,60,183,chkup1yr,2012,survey
Kirkland,15000,37.0,30.0,44.0,3.52568068,9.56615,47811,17600,14500,21000,157,479,chkup1yr,2012,survey
Kirkland North,15100,31.0,25.0,38.0,3.52693545,11.330427999999999,33738,10500,8300,13000,106,305,chkup1yr,2012,survey
Mercer Isle/Pt Cities,16000,29.0,23.0,37.0,3.65779278,12.545086,29951,8700,6700,11000,93,354,chkup1yr,2012,survey
NE Seattle,2600,40.0,34.0,47.0,3.36700547,8.340748000000001,65928,26600,22400,31100,214,642,chkup1yr,2012,survey
Newcastle/Four Creeks,17000,32.0,24.0,41.0,4.39558479,13.69572,27910,9000,6700,11500,78,243,chkup1yr,2012,survey
North Highline,18000,38.0,24.0,54.0,7.8394667,20.500333000000001,17416,6700,4300,9500,59,154,chkup1yr,2012,survey
North Seattle,2700,40.0,33.0,48.0,4.00478434,9.901909999999999,44317,17900,14600,21500,157,479,chkup1yr,2012,survey
NW Seattle,2800,37.0,30.0,44.0,3.69719894,10.062633,42889,15800,12800,19000,151,437,chkup1yr,2012,survey
QA/Magnolia,2900,34.0,28.0,41.0,3.30838115,9.754296,57851,19600,16100,23500,187,568,chkup1yr,2012,survey
Redmond,19000,37.0,30.0,45.0,3.95230664,10.719565000000001,54331,20000,16000,24400,129,415,chkup1yr,2012,survey
Renton-East,20000,40.0,31.0,49.0,4.64842308,11.68525,31031,12300,9700,15200,72,220,chkup1yr,2012,survey
Renton-North,20100,48.0,36.0,60.0,6.11355216,12.830663000000001,28709,13700,10300,17100,72,189,chkup1yr,2012,survey
Renton-South,20200,30.0,24.0,38.0,3.55147261,11.681821000000001,51460,15600,12300,19400,111,369,chkup1yr,2012,survey
98129,98129,,,,,,,,,,,,pqiacute,2011,vs
Sammamish,21000,36.0,29.0,43.0,3.41959654,9.532852,46669,16700,13800,20000,135,394,chkup1yr,2012,survey
SE Seattle,2950,38.0,30.0,47.0,4.31753965,11.395439999999999,41377,15700,12400,19300,149,454,chkup1yr,2012,survey
SeaTac/Tukwila,22000,39.0,31.0,47.0,4.03662908,10.449393000000001,46190,17800,14400,21600,165,455,chkup1yr,2012,survey
Shoreline,23000,39.0,33.0,46.0,3.52121383,8.943231000000001,53181,20900,17400,24700,179,533,chkup1yr,2012,survey
Snoqualmie/North Bend/Skykomish,24000,41.0,33.0,49.0,4.16888467,10.220193,43219,17600,14200,21200,125,336,chkup1yr,2012,survey
Vashon Island,25000,47.0,35.0,60.0,6.37456881,13.446362000000001,10739,5100,3800,6400,60,178,chkup1yr,2012,survey
West Seattle,2960,39.0,33.0,45.0,3.14215162,8.146951,52945,20400,17300,23800,226,635,chkup1yr,2012,survey
Auburn-North,1000,37.0,28.0,48.0,5.34218835,14.261768,38061,14300,10500,18400,67,223,denvst1,2012,survey
Auburn-South,1100,39.0,28.0,51.0,5.99002499,15.393044999999999,25274,9800,7100,12900,57,136,denvst1,2012,survey
Ballard,2000,19.0,14.0,25.0,2.89354307,15.092517999999998,51489,9900,7300,13100,64,426,denvst1,2012,survey
Beacon/Gtown/S.Park,2100,39.0,29.0,51.0,5.66193865,14.418263000000001,39649,15600,11400,20100,52,166,denvst1,2012,survey
Bear Creek/Carnation/Duvall,3000,17.0,11.0,25.0,3.54669729,20.542346000000002,64508,11100,7300,16400,53,404,denvst1,2012,survey
Bellevue-Central,4000,21.0,14.0,29.0,3.91336937,18.845691000000002,35568,7400,5000,10500,45,236,denvst1,2012,survey
Bellevue-NE,4100,28.0,20.0,38.0,4.56973333,16.194790999999999,34899,9800,7000,13200,48,253,denvst1,2012,survey
Bellevue-South,4200,15.0,10.0,24.0,3.64167264,23.503524000000002,31530,4900,3000,7600,25,213,denvst1,2012,survey
Bellevue-West,4300,23.0,15.0,34.0,4.78273704,20.692896999999999,28371,6600,4300,9600,38,210,denvst1,2012,survey
Black Diamond/Enumclaw/SE County,5000,21.0,16.0,27.0,2.8312268,13.647919,45386,9400,7100,12200,80,334,denvst1,2012,survey
Bothell/Woodinville,6000,26.0,18.0,36.0,4.74224712,18.458936999999999,32984,8500,5800,11900,44,209,denvst1,2012,survey
Burien,7000,41.0,32.0,50.0,4.59972324,11.219728,47544,19500,15400,23900,107,366,denvst1,2012,survey
Capitol Hill/E.lake,2200,25.0,18.0,33.0,3.76686486,15.248659999999999,45483,11200,8200,14900,66,318,denvst1,2012,survey
Central Seattle,2300,35.0,26.0,45.0,5.00013945,14.363883,44572,15500,11500,20100,66,255,denvst1,2012,survey
Covington/Maple Valley,8000,21.0,16.0,28.0,3.19199522,14.972763,54611,11600,8600,15400,68,348,denvst1,2012,survey
Delridge,2400,32.0,22.0,44.0,5.45382966,16.965976999999999,30374,9800,6800,13200,47,170,denvst1,2012,survey
Des Moines/Normandy Park,9000,48.0,38.0,59.0,5.33223615,11.011422,36146,17500,13800,21300,85,278,denvst1,2012,survey
Downtown,2500,38.0,29.0,49.0,5.09426112,13.284065999999999,42927,16500,12400,20900,74,261,denvst1,2012,survey
East Federal Way,10000,26.0,17.0,37.0,5.12173825,19.863738000000001,35164,9100,6000,13000,50,184,denvst1,2012,survey
Fairwood,11000,31.0,19.0,46.0,6.8866075,22.215672999999999,24068,7500,4600,11000,32,152,denvst1,2012,survey
Fed Way-Central/Military Rd,10100,28.0,21.0,36.0,3.76373948,13.557437,56690,15700,11900,20200,73,286,denvst1,2012,survey
Fed Way-Dash Point/Woodmont,10200,30.0,21.0,42.0,5.67268598,18.656348000000001,32692,9900,6700,13900,38,194,denvst1,2012,survey
Fremont/Greenlake,2550,21.0,15.0,29.0,3.52954037,16.729537000000001,52761,11100,7900,15200,61,356,denvst1,2012,survey
Issaquah,12000,23.0,15.0,34.0,4.88487525,21.002182000000001,30716,7100,4600,10500,38,190,denvst1,2012,survey
Kenmore/LFP,13000,18.0,12.0,25.0,3.21802102,18.056092,34837,6200,4300,8700,46,281,denvst1,2012,survey
Kent-East,14000,29.0,18.0,42.0,6.21672321,21.801024999999999,35921,10200,6500,15100,30,128,denvst1,2012,survey
Kent-SE,14100,32.0,25.0,41.0,4.22915096,13.091313,55129,17800,13600,22600,82,305,denvst1,2012,survey
Kent-West,14200,41.0,27.0,57.0,7.98706552,19.549188999999998,27586,11300,7300,15700,43,124,denvst1,2012,survey
Kirkland,15000,25.0,18.0,34.0,3.99636852,15.797205,47811,12100,8700,16200,63,377,denvst1,2012,survey
Kirkland North,15100,27.0,19.0,37.0,4.50755273,16.655338,33738,9100,6500,12400,46,246,denvst1,2012,survey
Mercer Isle/Pt Cities,16000,12.0,8.0,18.0,2.53873242,20.665066000000003,29951,3700,2400,5400,37,272,denvst1,2012,survey
NE Seattle,2600,23.0,17.0,30.0,3.49696979,15.457908000000002,65928,14900,10900,19900,62,451,denvst1,2012,survey
Newcastle/Four Creeks,17000,19.0,12.0,30.0,4.66934777,24.114477000000001,27910,5400,3300,8400,31,188,denvst1,2012,survey
North Highline,18000,42.0,26.0,61.0,9.13895451,21.558769999999999,17416,7400,4500,10500,36,88,denvst1,2012,survey
North Seattle,2700,32.0,25.0,40.0,3.96660534,12.465752999999999,44317,14100,10900,17700,93,376,denvst1,2012,survey
NW Seattle,2800,29.0,21.0,38.0,4.19884844,14.537052000000001,42889,12400,9200,16200,78,346,denvst1,2012,survey
QA/Magnolia,2900,22.0,16.0,29.0,3.24490993,14.788183,57851,12700,9400,16700,81,452,denvst1,2012,survey
Redmond,19000,22.0,15.0,32.0,4.22208518,18.821054,54331,12200,8300,17300,51,309,denvst1,2012,survey
Renton-East,20000,23.0,15.0,34.0,4.92797498,21.492923999999999,31031,7100,4600,10500,29,170,denvst1,2012,survey
Renton-North,20100,26.0,16.0,40.0,6.27329915,23.678027,28709,7600,4600,11600,44,149,denvst1,2012,survey
Renton-South,20200,21.0,16.0,29.0,3.35225791,15.685642999999999,51460,11000,8000,14800,57,243,denvst1,2012,survey
Sammamish,21000,16.0,11.0,23.0,2.97270773,18.073947,46669,7700,5300,10800,41,285,denvst1,2012,survey
SE Seattle,2950,36.0,26.0,48.0,5.51837707,15.167451000000002,41377,15100,10900,19700,60,235,denvst1,2012,survey
SeaTac/Tukwila,22000,48.0,39.0,58.0,4.96214236,10.329582,46190,22200,17800,26700,94,247,denvst1,2012,survey
Shoreline,23000,25.0,19.0,33.0,3.63160443,14.297338000000002,53181,13500,10100,17600,89,424,denvst1,2012,survey
Snoqualmie/North Bend/Skykomish,24000,21.0,15.0,30.0,3.84874824,17.987494999999999,43219,9200,6400,12900,52,262,denvst1,2012,survey
Vashon Island,25000,28.0,18.0,41.0,5.94689725,21.284779,10739,3000,1900,4400,32,133,denvst1,2012,survey
West Seattle,2960,28.0,22.0,36.0,3.65980904,12.951957999999999,52945,15000,11500,19000,99,490,denvst1,2012,survey
Auburn-North,1000,18.0,8.0,35.0,6.86292081,38.545715999999999,38061,6800,3000,13400,8,52,mam2yrs,2012,survey
Auburn-South,1100,,,,8.14615611,45.306688999999999,25274,,,,,31,mam2yrs,2012,survey
Ballard,2000,13.0,7.0,22.0,3.6647347,28.021605999999998,51489,6700,3800,11400,20,135,mam2yrs,2012,survey
Beacon/Gtown/S.Park,2100,,,,10.209541400000001,36.688661000000003,39649,,,,,40,mam2yrs,2012,survey
Bear Creek/Carnation/Duvall,3000,21.0,13.0,33.0,5.15838427,24.073029000000002,64508,13800,8400,21400,21,118,mam2yrs,2012,survey
Bellevue-Central,4000,14.0,4.0,36.0,7.54950933,55.870461999999996,35568,4800,1500,12700,5,57,mam2yrs,2012,survey
Bellevue-NE,4100,23.0,13.0,37.0,6.1795979,27.430211,34899,7900,4400,12800,12,75,mam2yrs,2012,survey
Bellevue-South,4200,21.0,9.0,40.0,7.74775574,37.519396999999998,31530,6500,2900,12500,10,63,mam2yrs,2012,survey
Bellevue-West,4300,12.0,5.0,27.0,5.34433225,43.65316,28371,3500,1400,7700,7,60,mam2yrs,2012,survey
Black Diamond/Enumclaw/SE County,5000,23.0,14.0,36.0,5.56812219,24.188395,45386,10400,6300,16200,20,103,mam2yrs,2012,survey
Bothell/Woodinville,6000,38.0,22.0,59.0,9.8645602,25.643265999999997,32984,12700,7100,19300,14,51,mam2yrs,2012,survey
Burien,7000,15.0,7.0,27.0,4.80810793,32.843278999999995,47544,7000,3500,12700,19,103,mam2yrs,2012,survey
Capitol Hill/E.lake,2200,13.0,6.0,26.0,4.90578083,36.844073999999999,45483,6100,2800,11900,11,75,mam2yrs,2012,survey
Central Seattle,2300,19.0,9.0,36.0,6.67763054,34.608908,44572,8600,4200,15900,13,68,mam2yrs,2012,survey
Covington/Maple Valley,8000,24.0,15.0,37.0,5.5675561,22.867949000000003,54611,13300,8200,20100,22,92,mam2yrs,2012,survey
Delridge,2400,,,,9.43112597,39.806809999999999,30374,,,,,39,mam2yrs,2012,survey
Des Moines/Normandy Park,9000,12.0,6.0,21.0,3.82668623,33.033810000000003,36146,4200,2100,7700,13,83,mam2yrs,2012,survey
Downtown,2500,34.0,16.0,57.0,10.9275696,32.548837000000006,42927,14400,7000,24400,15,57,mam2yrs,2012,survey
East Federal Way,10000,23.0,10.0,46.0,9.396910739999999,40.557494999999996,35164,8100,3400,16100,9,52,mam2yrs,2012,survey
Fairwood,11000,,,,12.2783243,74.265453000000008,24068,,,,,35,mam2yrs,2012,survey
Fed Way-Central/Military Rd,10100,26.0,14.0,42.0,7.13941857,27.640514,56690,14600,8100,23800,18,83,mam2yrs,2012,survey
Fed Way-Dash Point/Woodmont,10200,17.0,7.0,35.0,6.93147054,40.444831999999998,32692,5600,2400,11400,10,55,mam2yrs,2012,survey
Fremont/Greenlake,2550,14.0,7.0,24.0,4.05611358,29.614209000000002,52761,7200,4000,12500,14,88,mam2yrs,2012,survey
Issaquah,12000,15.0,7.0,30.0,5.86429785,38.337374000000004,30716,4700,2100,9400,13,62,mam2yrs,2012,survey
Kenmore/LFP,13000,33.0,19.0,51.0,8.25215386,25.010179999999998,34837,11500,6700,17600,18,80,mam2yrs,2012,survey
Kent-East,14000,,,,15.0548079,34.592737,35921,,,,,39,mam2yrs,2012,survey
Kent-SE,14100,17.0,9.0,31.0,5.39054146,31.022017000000002,55129,9600,5000,16800,14,100,mam2yrs,2012,survey
Kent-West,14200,,,,15.217184,40.602778999999998,27586,,,,,36,mam2yrs,2012,survey
Kirkland,15000,21.0,13.0,31.0,4.74433073,22.931224,47811,9900,6200,15100,24,118,mam2yrs,2012,survey
Kirkland North,15100,11.0,5.0,23.0,4.37605909,39.061157000000001,33738,3800,1700,7800,8,65,mam2yrs,2012,survey
Mercer Isle/Pt Cities,16000,19.0,10.0,33.0,5.82650975,30.836453000000002,29951,5700,3000,9900,13,88,mam2yrs,2012,survey
NE Seattle,2600,16.0,7.0,31.0,5.86369071,37.105400000000003,65928,10400,4800,20300,14,126,mam2yrs,2012,survey
Newcastle/Four Creeks,17000,29.0,14.0,50.0,9.52389266,32.862302999999997,27910,8100,3900,14000,9,60,mam2yrs,2012,survey
North Highline,18000,,,,12.032142,40.987272000000004,17416,,,,,24,mam2yrs,2012,survey
North Seattle,2700,40.0,21.0,63.0,11.432676300000001,28.763227000000001,44317,17600,9100,27800,24,113,mam2yrs,2012,survey
NW Seattle,2800,18.0,10.0,31.0,5.28880046,28.994922000000003,42889,7800,4300,13300,21,107,mam2yrs,2012,survey
North Highline,18000,,,,11.2396756,23.354548000000001,17416,,,,,34,crcscrn2,2012,survey
QA/Magnolia,2900,19.0,12.0,29.0,4.38094858,22.709685,57851,11200,7000,17000,31,153,mam2yrs,2012,survey
Redmond,19000,19.0,9.0,37.0,7.20444931,37.921607000000002,54331,10300,4700,20100,11,85,mam2yrs,2012,survey
Renton-East,20000,14.0,7.0,27.0,4.96489241,35.122793999999999,31031,4400,2100,8300,9,56,mam2yrs,2012,survey
Renton-North,20100,,,,6.85091741,32.010368999999997,28709,,,,,42,mam2yrs,2012,survey
Renton-South,20200,19.0,12.0,30.0,4.74214183,24.626812999999999,51460,9900,6000,15600,21,72,mam2yrs,2012,survey
Sammamish,21000,10.0,4.0,21.0,4.05784061,41.128016000000002,46669,4600,2000,9900,7,67,mam2yrs,2012,survey
SE Seattle,2950,26.0,9.0,55.0,12.1797784,47.222079000000001,41377,10700,3800,22700,12,70,mam2yrs,2012,survey
SeaTac/Tukwila,22000,33.0,17.0,55.0,9.97884208,30.0852,46190,15300,7900,25200,18,67,mam2yrs,2012,survey
Shoreline,23000,21.0,12.0,33.0,5.26583062,25.568507,53181,11000,6400,17400,27,127,mam2yrs,2012,survey
Snoqualmie/North Bend/Skykomish,24000,16.0,9.0,27.0,4.68361332,29.221393000000003,43219,6900,3800,11800,13,76,mam2yrs,2012,survey
Vashon Island,25000,19.0,10.0,32.0,5.55925283,29.815517000000003,10739,2000,1100,3400,12,50,mam2yrs,2012,survey
West Seattle,2960,18.0,10.0,30.0,4.95593608,27.687521999999998,52945,9500,5400,15700,28,149,mam2yrs,2012,survey
