geo,vid,estimate,estlb,estub,estse,estrse,pop,number,numlb,numub,numerator,denominator,indicator,year,datatype
Auburn-North,1000,41.0,29.0,54.0,6.33288246,15.463273999999998,38061,15600,11200,20400,33,86,crcscrn2,2012,survey
Auburn-South,1100,,,,9.58461632,22.400041000000002,25274,,,,,47,crcscrn2,2012,survey
Ballard,2000,39.0,28.0,51.0,5.87406532,15.156489000000001,51489,20000,14400,26100,52,160,crcscrn2,2012,survey
Beacon/Gtown/S.Park,2100,34.0,18.0,55.0,9.9419822,28.946799000000002,39649,13600,7200,22000,19,50,crcscrn2,2012,survey
Bear Creek/Carnation/Duvall,3000,35.0,27.0,45.0,4.73362087,13.405627000000001,64508,22800,17200,29100,48,155,crcscrn2,2012,survey
Bellevue-Central,4000,48.0,33.0,64.0,8.203980059999999,17.055033000000002,35568,17100,11600,22700,28,78,crcscrn2,2012,survey
Bellevue-NE,4100,43.0,29.0,58.0,7.56193065,17.748534999999997,34899,14900,10100,20100,27,96,crcscrn2,2012,survey
Bellevue-South,4200,34.0,22.0,48.0,6.77309445,19.808343999999998,31530,10800,7100,15300,24,96,crcscrn2,2012,survey
Bellevue-West,4300,39.0,25.0,54.0,7.45727789,19.277449000000001,28371,11000,7200,15300,23,68,crcscrn2,2012,survey
Black Diamond/Enumclaw/SE County,5000,38.0,28.0,48.0,5.27515193,14.020764,45386,17100,12700,22000,43,145,crcscrn2,2012,survey
Bothell/Woodinville,6000,18.0,9.0,34.0,6.33337622,35.323208000000001,32984,5900,2800,11100,13,70,crcscrn2,2012,survey
Burien,7000,45.0,31.0,60.0,7.45961098,16.506909,47544,21500,14900,28400,50,138,crcscrn2,2012,survey
Capitol Hill/E.lake,2200,44.0,31.0,57.0,6.748297,15.334482,45483,20000,14300,26100,40,113,crcscrn2,2012,survey
Central Seattle,2300,33.0,20.0,49.0,7.76431552,23.665727,44572,14600,8800,22000,28,88,crcscrn2,2012,survey
Covington/Maple Valley,8000,42.0,33.0,53.0,5.20771789,12.312825,54611,23100,17800,28800,55,141,crcscrn2,2012,survey
Delridge,2400,40.0,24.0,58.0,8.76606344,22.009757999999998,30374,12100,7400,17500,24,54,crcscrn2,2012,survey
Des Moines/Normandy Park,9000,30.0,19.0,43.0,6.27998572,21.127113000000001,36146,10700,6900,15600,38,128,crcscrn2,2012,survey
Downtown,2500,45.0,28.0,62.0,8.945697429999999,19.993463999999999,42927,19200,12200,26700,32,84,crcscrn2,2012,survey
East Federal Way,10000,36.0,23.0,51.0,7.21577924,20.044550999999998,35164,12700,8200,17900,29,76,crcscrn2,2012,survey
98175,98175,,,,,,,,,,,1,childvac1935,2013,vs
Fairwood,11000,31.0,19.0,48.0,7.60956919,24.184787999999998,24068,7600,4500,11500,18,65,crcscrn2,2012,survey
Fed Way-Central/Military Rd,10100,28.0,16.0,43.0,7.11107937,25.631636,56690,15700,9100,24700,27,95,crcscrn2,2012,survey
Fed Way-Dash Point/Woodmont,10200,39.0,26.0,54.0,7.27839635,18.575129,32692,12800,8500,17600,30,88,crcscrn2,2012,survey
Fremont/Greenlake,2550,38.0,28.0,49.0,5.42335056,14.362079,52761,19900,14700,25800,44,139,crcscrn2,2012,survey
Issaquah,12000,38.0,25.0,54.0,7.37539386,19.177973999999999,30716,11800,7800,16400,27,71,crcscrn2,2012,survey
Kenmore/LFP,13000,33.0,22.0,46.0,6.23324454,18.658048999999998,34837,11600,7800,16200,32,108,crcscrn2,2012,survey
Kent-East,14000,53.0,35.0,70.0,9.441600449999999,19.892371999999998,35921,18900,12400,25100,22,57,crcscrn2,2012,survey
Kent-SE,14100,37.0,27.0,50.0,6.01734104,16.072089999999999,55129,20600,14600,27400,36,110,crcscrn2,2012,survey
Kent-West,14200,,,,9.31622686,30.781570000000002,27586,,,,,40,crcscrn2,2012,survey
Kirkland,15000,39.0,27.0,53.0,6.7680791,17.276911999999999,47811,18700,12900,25300,42,151,crcscrn2,2012,survey
Kirkland North,15100,30.0,20.0,44.0,6.1220806,20.13137,33738,10300,6700,14700,30,91,crcscrn2,2012,survey
Mercer Isle/Pt Cities,16000,33.0,21.0,48.0,7.06894072,21.129987,29951,10000,6400,14500,27,100,crcscrn2,2012,survey
NE Seattle,2600,30.0,21.0,41.0,4.99931414,16.556504999999998,65928,19900,14100,26900,48,166,crcscrn2,2012,survey
Newcastle/Four Creeks,17000,32.0,19.0,49.0,7.76199491,24.191931999999998,27910,9000,5300,13600,17,73,crcscrn2,2012,survey
North Seattle,2700,39.0,27.0,51.0,6.14534824,15.895369000000001,44317,17100,12200,22700,39,125,crcscrn2,2012,survey
NW Seattle,2800,40.0,30.0,52.0,5.5608724,13.749454,42889,17300,12900,22100,46,134,crcscrn2,2012,survey
QA/Magnolia,2900,37.0,28.0,47.0,4.67898047,12.629502,57851,21400,16400,26900,58,194,crcscrn2,2012,survey
Redmond,19000,40.0,29.0,53.0,6.35255809,15.740072999999999,54331,21900,15600,28900,39,103,crcscrn2,2012,survey
Renton-East,20000,33.0,19.0,51.0,8.54792509,25.994041000000003,31031,10200,5800,15900,19,69,crcscrn2,2012,survey
Renton-North,20100,36.0,21.0,55.0,9.17304337,25.329540999999999,28709,10400,5900,15900,18,55,crcscrn2,2012,survey
Renton-South,20200,32.0,21.0,45.0,6.15614526,19.459641999999999,51460,16300,10800,23000,28,90,crcscrn2,2012,survey
Sammamish,21000,38.0,26.0,51.0,6.38685827,16.883020000000002,46669,17700,12300,23700,31,98,crcscrn2,2012,survey
SE Seattle,2950,31.0,19.0,46.0,7.07154966,23.086901000000001,41377,12700,7700,19000,33,97,crcscrn2,2012,survey
SeaTac/Tukwila,22000,47.0,33.0,62.0,7.64405312,16.298890999999998,46190,21700,15100,28500,47,101,crcscrn2,2012,survey
Shoreline,23000,35.0,26.0,45.0,4.91489253,14.006508,53181,18700,13900,24000,53,160,crcscrn2,2012,survey
Snoqualmie/North Bend/Skykomish,24000,31.0,21.0,43.0,5.46315139,17.608066999999998,43219,13400,9300,18400,33,103,crcscrn2,2012,survey
Vashon Island,25000,41.0,26.0,58.0,8.25930936,20.160009000000002,10739,4400,2800,6200,20,62,crcscrn2,2012,survey
West Seattle,2960,41.0,29.0,55.0,6.81505047,16.557065000000001,52945,21800,15200,29000,68,206,crcscrn2,2012,survey
Auburn-North,1000,68.0,60.0,75.0,3.69731017,11.487579,38061,25800,22900,28400,158,289,flushot,2012,survey
Auburn-South,1100,72.0,62.0,80.0,4.65953138,16.438331000000002,25274,18100,15600,20200,106,178,flushot,2012,survey
Ballard,2000,60.0,53.0,67.0,3.53728382,8.899189,51489,31000,27400,34500,296,563,flushot,2012,survey
Beacon/Gtown/S.Park,2100,61.0,52.0,70.0,4.64234404,11.870545999999999,39649,24100,20400,27600,158,282,flushot,2012,survey
Bear Creek/Carnation/Duvall,3000,58.0,52.0,64.0,3.17556741,7.627129000000001,64508,37600,33600,41600,285,550,flushot,2012,survey
Bellevue-Central,4000,64.0,54.0,72.0,4.51728605,12.422943999999999,35568,22600,19400,25600,157,299,flushot,2012,survey
Bellevue-NE,4100,55.0,47.0,63.0,4.10332564,9.207566,34899,19300,16500,22100,154,326,flushot,2012,survey
Bellevue-South,4200,53.0,45.0,61.0,4.32631524,9.213806,31530,16700,14000,19300,134,279,flushot,2012,survey
Bellevue-West,4300,60.0,50.0,68.0,4.71933264,11.701079999999999,28371,16900,14200,19400,123,272,flushot,2012,survey
Black Diamond/Enumclaw/SE County,5000,60.0,53.0,67.0,3.5881689,8.935108999999999,45386,27200,23900,30200,215,416,flushot,2012,survey
Bothell/Woodinville,6000,62.0,54.0,70.0,4.07568082,10.700746000000001,32984,20400,17700,22900,138,283,flushot,2012,survey
Burien,7000,66.0,60.0,72.0,3.11626267,9.185620999999999,47544,31400,28400,34200,341,641,flushot,2012,survey
Capitol Hill/E.lake,2200,53.0,45.0,61.0,4.01940348,8.512729,45483,24000,20400,27500,225,472,flushot,2012,survey
Central Seattle,2300,57.0,48.0,65.0,4.42190896,10.190114999999999,44572,25200,21300,29000,216,416,flushot,2012,survey
Covington/Maple Valley,8000,66.0,60.0,72.0,3.08376649,9.078839,54611,36100,32600,39200,247,451,flushot,2012,survey
Delridge,2400,68.0,60.0,75.0,3.99033902,12.499950999999999,30374,20700,18200,22900,166,278,flushot,2012,survey
Des Moines/Normandy Park,9000,63.0,56.0,70.0,3.57728183,9.632635,36146,22700,20100,25100,235,473,flushot,2012,survey
Downtown,2500,61.0,53.0,69.0,4.054439,10.510682000000001,42927,26400,22900,29600,216,444,flushot,2012,survey
East Federal Way,10000,60.0,49.0,70.0,5.40396938,13.480549999999999,35164,21100,17200,24600,123,230,flushot,2012,survey
Fairwood,11000,65.0,55.0,74.0,5.02733349,14.466295000000001,24068,15700,13200,17900,92,203,flushot,2012,survey
Fed Way-Central/Military Rd,10100,56.0,48.0,64.0,3.92917405,8.982677000000001,56690,31900,27500,36100,188,371,flushot,2012,survey
Fed Way-Dash Point/Woodmont,10200,69.0,61.0,77.0,4.00476382,13.038127999999999,32692,22700,19900,25000,132,249,flushot,2012,survey
Fremont/Greenlake,2550,64.0,57.0,70.0,3.39590586,9.332364,52761,33600,29900,36900,236,464,flushot,2012,survey
Issaquah,12000,59.0,49.0,68.0,5.1006538,12.387874,30716,18100,14900,21000,120,255,flushot,2012,survey
Kenmore/LFP,13000,53.0,45.0,62.0,4.39462718,9.426375999999999,34837,18600,15600,21500,195,386,flushot,2012,survey
Kent-East,14000,56.0,45.0,66.0,5.38076666,12.119528000000001,35921,20000,16200,23600,95,184,flushot,2012,survey
Kent-SE,14100,61.0,54.0,68.0,3.62591629,9.387953,55129,33800,29800,37600,213,399,flushot,2012,survey
Kent-West,14200,64.0,53.0,74.0,5.37929185,14.971150999999999,27586,17700,14600,20400,96,184,flushot,2012,survey
Kirkland,15000,65.0,58.0,70.0,3.04109471,8.577558999999999,47811,30900,27900,33600,238,485,flushot,2012,survey
Kirkland North,15100,64.0,56.0,71.0,3.98800049,11.084558999999999,33738,21600,18900,24100,165,303,flushot,2012,survey
98131,98131,,,,,,,,,,,,pqiacute,2011,vs
Mercer Isle/Pt Cities,16000,44.0,37.0,52.0,3.97825035,8.968070000000001,29951,13300,11000,15600,136,353,flushot,2012,survey
NE Seattle,2600,57.0,51.0,63.0,3.11741712,7.291143999999999,65928,37700,33700,41700,281,643,flushot,2012,survey
Newcastle/Four Creeks,17000,62.0,53.0,70.0,4.15749704,10.869109,27910,17200,14900,19400,122,242,flushot,2012,survey
North Highline,18000,66.0,50.0,79.0,7.47824072,21.777608000000001,17416,11400,8700,13700,80,154,flushot,2012,survey
North Seattle,2700,65.0,57.0,71.0,3.52087814,9.931703000000001,44317,28600,25400,31500,242,482,flushot,2012,survey
NW Seattle,2800,57.0,50.0,64.0,3.77710384,8.845787,42889,24600,21400,27700,215,429,flushot,2012,survey
QA/Magnolia,2900,54.0,47.0,61.0,3.65711388,7.946138,57851,31200,27100,35300,264,571,flushot,2012,survey
Redmond,19000,66.0,59.0,72.0,3.46782792,10.103953000000001,54331,35700,31800,39200,218,417,flushot,2012,survey
Renton-East,20000,48.0,40.0,57.0,4.56300514,9.441138,31031,15000,12300,17800,101,218,flushot,2012,survey
Renton-North,20100,65.0,54.0,74.0,5.26018779,14.871184000000001,28709,18600,15400,21300,101,188,flushot,2012,survey
98103,98103,38.6,34.9,42.3,,,,267,,,267,692,childvac1935,2013,vs
Renton-South,20200,54.0,47.0,61.0,3.7627846,8.191652000000001,51460,27800,24000,31500,183,372,flushot,2012,survey
Sammamish,21000,64.0,57.0,70.0,3.23336302,8.875632,46669,29700,26600,32500,220,394,flushot,2012,survey
SE Seattle,2950,63.0,55.0,69.0,3.70889398,9.904071,41377,25900,22800,28800,229,452,flushot,2012,survey
SeaTac/Tukwila,22000,61.0,53.0,68.0,3.97146626,10.154195000000001,46190,28100,24400,31600,243,454,flushot,2012,survey
Shoreline,23000,61.0,54.0,67.0,3.32234747,8.543339,53181,32500,29000,35800,283,532,flushot,2012,survey
Snoqualmie/North Bend/Skykomish,24000,68.0,60.0,74.0,3.71142185,11.454065,43219,29200,25900,32200,209,345,flushot,2012,survey
Vashon Island,25000,46.0,34.0,58.0,6.11891344,13.440763,10739,4900,3700,6200,83,174,flushot,2012,survey
West Seattle,2960,58.0,52.0,64.0,3.0630468,7.324583,52945,30800,27600,33900,312,636,flushot,2012,survey
Auburn-North,1000,17.0,12.0,24.0,2.83139587,16.304273999999999,38061,6600,4800,9000,63,295,genhlth2,2012,survey
Auburn-South,1100,14.0,7.0,24.0,4.31660421,31.693228000000001,25274,3400,1800,6200,25,179,genhlth2,2012,survey
Ballard,2000,6.0,4.0,8.0,1.01754465,17.145189999999999,51489,3100,2200,4300,51,568,genhlth2,2012,survey
Beacon/Gtown/S.Park,2100,11.0,7.0,17.0,2.60475524,24.493504999999999,39649,4200,2600,6700,39,287,genhlth2,2012,survey
Bear Creek/Carnation/Duvall,3000,7.0,5.0,10.0,1.29531084,18.825517999999999,64508,4400,3100,6400,44,557,genhlth2,2012,survey
Bellevue-Central,4000,11.0,6.0,22.0,3.94223546,34.867057000000003,35568,4000,2000,7700,32,302,genhlth2,2012,survey
Bellevue-NE,4100,11.0,7.0,18.0,2.65216814,23.723095999999998,34899,3900,2400,6100,40,329,genhlth2,2012,survey
Bellevue-South,4200,5.0,3.0,8.0,1.14267787,24.233993000000002,31530,1500,900,2400,23,280,genhlth2,2012,survey
Bellevue-West,4300,8.0,5.0,12.0,1.79443984,22.407530000000001,28371,2300,1500,3500,33,278,genhlth2,2012,survey
Black Diamond/Enumclaw/SE County,5000,13.0,9.0,17.0,2.05068422,15.892491999999999,45386,5900,4300,7900,66,421,genhlth2,2012,survey
Bothell/Woodinville,6000,9.0,5.0,13.0,1.88620683,22.118670000000002,32984,2800,1800,4300,32,284,genhlth2,2012,survey
Burien,7000,21.0,16.0,29.0,3.30330818,15.379077999999998,47544,10200,7500,13600,124,645,genhlth2,2012,survey
Capitol Hill/E.lake,2200,16.0,10.0,24.0,3.458776,22.285617999999999,45483,7100,4500,10700,60,477,genhlth2,2012,survey
Central Seattle,2300,10.0,6.0,16.0,2.34708,22.913243000000001,44572,4600,2900,7100,41,418,genhlth2,2012,survey
Covington/Maple Valley,8000,13.0,8.0,21.0,3.23067711,24.534037000000001,54611,7200,4400,11400,49,459,genhlth2,2012,survey
Delridge,2400,15.0,10.0,22.0,2.97620239,19.296315,30374,4700,3200,6700,51,276,genhlth2,2012,survey
Des Moines/Normandy Park,9000,17.0,12.0,24.0,2.96442615,17.132476999999998,36146,6300,4400,8600,82,474,genhlth2,2012,survey
Downtown,2500,18.0,13.0,25.0,3.0992807,16.889011,42927,7900,5600,10800,86,449,genhlth2,2012,survey
East Federal Way,10000,13.0,8.0,22.0,3.48624104,25.952634000000003,35164,4700,2800,7700,41,230,genhlth2,2012,survey
Fairwood,11000,10.0,6.0,17.0,2.85809737,28.923883,24068,2400,1300,4100,24,204,genhlth2,2012,survey
Fed Way-Central/Military Rd,10100,22.0,16.0,30.0,3.698511,16.526455000000002,56690,12700,9000,17300,76,374,genhlth2,2012,survey
Fed Way-Dash Point/Woodmont,10200,19.0,12.0,28.0,3.98672076,20.919512000000001,32692,6200,4100,9200,43,252,genhlth2,2012,survey
Fremont/Greenlake,2550,7.0,5.0,12.0,1.76103369,23.665917,52761,3900,2500,6200,39,465,genhlth2,2012,survey
Issaquah,12000,14.0,6.0,27.0,5.09743416,36.977919999999997,30716,4200,2000,8300,20,260,genhlth2,2012,survey
Kenmore/LFP,13000,10.0,5.0,17.0,2.95757521,30.812599000000002,34837,3300,1800,6000,40,388,genhlth2,2012,survey
Kent-East,14000,18.0,10.0,29.0,4.6960847,26.249559000000001,35921,6400,3700,10400,28,185,genhlth2,2012,survey
98041,98041,,,,,,,,,,,5,childvac1935,2013,vs
Kent-SE,14100,13.0,9.0,18.0,2.13183896,16.361819000000001,55129,7200,5200,9800,62,408,genhlth2,2012,survey
Kent-West,14200,12.0,7.0,20.0,3.02304708,24.581543,27586,3400,2100,5400,35,188,genhlth2,2012,survey
Kirkland,15000,5.0,3.0,8.0,1.04910156,20.19735,47811,2500,1700,3700,39,489,genhlth2,2012,survey
Kirkland North,15100,11.0,7.0,17.0,2.37237998,21.111778000000001,33738,3800,2500,5700,42,310,genhlth2,2012,survey
Mercer Isle/Pt Cities,16000,8.0,5.0,12.0,1.84422485,24.450232999999997,29951,2300,1400,3600,27,355,genhlth2,2012,survey
NE Seattle,2600,11.0,7.0,17.0,2.45014819,22.393094999999999,65928,7200,4600,11000,55,649,genhlth2,2012,survey
Newcastle/Four Creeks,17000,14.0,8.0,22.0,3.3989476,24.805305000000001,27910,3800,2300,6100,35,245,genhlth2,2012,survey
North Highline,18000,15.0,9.0,23.0,3.67488083,25.235090999999997,17416,2500,1500,4100,38,154,genhlth2,2012,survey
North Seattle,2700,12.0,7.0,18.0,2.54312847,21.889088000000001,44317,5100,3300,7800,60,487,genhlth2,2012,survey
NW Seattle,2800,12.0,8.0,19.0,2.75115821,22.455496,42889,5300,3300,8000,57,440,genhlth2,2012,survey
QA/Magnolia,2900,6.0,4.0,9.0,1.19368572,21.044373999999998,57851,3300,2200,4900,43,574,genhlth2,2012,survey
Redmond,19000,7.0,5.0,10.0,1.44010063,20.787130999999999,54331,3800,2500,5600,34,423,genhlth2,2012,survey
Renton-East,20000,13.0,8.0,20.0,3.05736632,23.744451999999999,31031,4000,2500,6200,26,220,genhlth2,2012,survey
Renton-North,20100,14.0,9.0,21.0,2.98470209,21.824788000000002,28709,3900,2500,5900,37,191,genhlth2,2012,survey
Renton-South,20200,17.0,11.0,24.0,3.09664107,18.557883,51460,8600,5900,12200,58,378,genhlth2,2012,survey
Sammamish,21000,8.0,4.0,15.0,2.67457219,33.959497999999996,46669,3700,1900,7000,29,398,genhlth2,2012,survey
SE Seattle,2950,18.0,12.0,26.0,3.53809187,19.733387999999998,41377,7400,5000,10700,72,458,genhlth2,2012,survey
SeaTac/Tukwila,22000,16.0,11.0,23.0,3.09791987,19.447179999999999,46190,7400,5000,10600,79,461,genhlth2,2012,survey
Shoreline,23000,9.0,7.0,13.0,1.62207344,17.451588000000001,53181,4900,3500,6900,70,537,genhlth2,2012,survey
Snoqualmie/North Bend/Skykomish,24000,8.0,5.0,13.0,1.94674552,23.283055000000001,43219,3600,2300,5600,32,344,genhlth2,2012,survey
Vashon Island,25000,7.0,4.0,12.0,2.01907671,29.976097000000003,10739,700,400,1300,17,179,genhlth2,2012,survey
West Seattle,2960,10.0,7.0,15.0,2.0166627,19.786943000000001,52945,5400,3600,7900,74,641,genhlth2,2012,survey
Auburn-North,1000,23.0,21.0,24.0,1.102906382978723,4.872041222728712,,10128,,,,,adult_uninsure,2012,survey
Auburn-South,1100,23.0,21.0,24.0,1.102906382978723,4.872041222728712,,10128,,,,,adult_uninsure,2012,survey
Ballard,2000,11.0,10.0,13.0,0.901676595744681,7.847032381442343,,4420,,,,,adult_uninsure,2012,survey
Beacon/Gtown/S.Park,2100,25.0,22.0,28.0,1.743326443768997,7.003203852965066,,6647,,,,,adult_uninsure,2012,survey
Bear Creek/Carnation/Duvall,3000,7.0,6.0,8.0,0.649877203647417,9.141873141790608,,3086,,,,,adult_uninsure,2012,survey
Bellevue-Central,4000,22.0,19.0,25.0,1.820968389057751,8.403277515363593,,5173,,,,,adult_uninsure,2012,survey
Bellevue-NE,4100,10.0,8.0,12.0,1.146368389057751,11.717806794754674,,2242,,,,,adult_uninsure,2012,survey
Bellevue-South,4200,8.0,6.0,9.0,0.975351367781155,12.561611734644353,,1538,,,,,adult_uninsure,2012,survey
Bellevue-West,4300,12.0,8.0,15.0,2.017879027355623,17.214812684747198,,2103,,,,,adult_uninsure,2012,survey
Black Diamond/Enumclaw/SE County,5000,12.0,11.0,14.0,0.824818844984803,6.647347609208095,,4006,,,,,adult_uninsure,2012,survey
Bothell/Woodinville,6000,13.0,11.0,15.0,1.048833434650456,7.941556570053956,,3823,,,,,adult_uninsure,2012,survey
Burien,7000,22.0,21.0,24.0,0.763732522796353,3.417095770338852,,20586,,,,,adult_uninsure,2012,survey
Capitol Hill/E.lake,2200,12.0,11.0,14.0,0.998728875379939,8.186141218368976,,4070,,,,,adult_uninsure,2012,survey
Central Seattle,2300,15.0,13.0,17.0,1.097350151975684,7.304661989107637,,5018,,,,,adult_uninsure,2012,survey
Covington/Maple Valley,8000,11.0,9.0,12.0,0.898268693009118,8.405860004839115,,3454,,,,,adult_uninsure,2012,survey
Delridge,2400,20.0,18.0,23.0,1.508294224924012,7.466828968833121,,4102,,,,,adult_uninsure,2012,survey
Des Moines/Normandy Park,9000,23.0,20.0,26.0,1.837151367781155,8.114117258463271,,4975,,,,,adult_uninsure,2012,survey
Downtown,2500,16.0,14.0,18.0,1.11578358662614,6.856529324882721,,5578,,,,,adult_uninsure,2012,survey
East Federal Way,10000,21.0,19.0,24.0,1.429162310030395,6.660236982581405,,5030,,,,,adult_uninsure,2012,survey
Fairwood,11000,15.0,12.0,18.0,1.846368996960486,12.615911983407763,,2285,,,,,adult_uninsure,2012,survey
Fed Way-Central/Military Rd,10100,24.0,22.0,25.0,0.946211550151976,3.980820396394233,,13717,,,,,adult_uninsure,2012,survey
Fed Way-Dash Point/Woodmont,10200,24.0,22.0,25.0,0.946211550151976,3.980820396394233,,13717,,,,,adult_uninsure,2012,survey
Fremont/Greenlake,2550,12.0,10.0,13.0,1.100681458966565,9.56451449705348,,4514,,,,,adult_uninsure,2012,survey
Issaquah,12000,9.0,7.0,11.0,1.238678419452888,14.152698468036961,,1708,,,,,adult_uninsure,2012,survey
Kenmore/LFP,13000,13.0,11.0,14.0,1.145646808510638,9.098421171633069,,2643,,,,,adult_uninsure,2012,survey
98139,98139,,,,,,,,,,,1,childvac1935,2013,vs
Kent-East,14000,23.0,22.0,25.0,0.846809118541033,3.611751623270524,,16143,,,,,adult_uninsure,2012,survey
Kent-SE,14100,23.0,22.0,25.0,0.846809118541033,3.611751623270524,,16143,,,,,adult_uninsure,2012,survey
Kent-West,14200,23.0,22.0,25.0,0.846809118541033,3.611751623270524,,16143,,,,,adult_uninsure,2012,survey
Kirkland,15000,12.0,10.0,13.0,0.962044376899696,8.218780130432485,,4066,,,,,adult_uninsure,2012,survey
Kirkland North,15100,12.0,10.0,13.0,0.979991489361702,8.250753429663419,,3082,,,,,adult_uninsure,2012,survey
Mercer Isle/Pt Cities,16000,4.0,3.0,5.0,0.656364741641337,18.313237399663443,,596,,,,,adult_uninsure,2012,survey
NE Seattle,2600,9.0,8.0,10.0,0.66199452887538,7.669751765336327,,4585,,,,,adult_uninsure,2012,survey
Newcastle/Four Creeks,17000,8.0,6.0,9.0,0.86238358662614,10.940662227471147,,1493,,,,,adult_uninsure,2012,survey
North Highline,18000,35.0,30.0,39.0,2.749174468085107,7.916592424411581,,4378,,,,,adult_uninsure,2012,survey
North Seattle,2700,17.0,15.0,19.0,1.249857142857143,7.243835329714147,,4964,,,,,adult_uninsure,2012,survey
NW Seattle,2800,18.0,15.0,20.0,1.288792705167174,7.333502741356988,,5649,,,,,adult_uninsure,2012,survey
QA/Magnolia,2900,9.0,8.0,10.0,0.727715501519757,8.269663487659486,,3908,,,,,adult_uninsure,2012,survey
Redmond,19000,10.0,9.0,12.0,0.932932522796353,9.198286439348566,,3759,,,,,adult_uninsure,2012,survey
Renton-East ,20000,21.0,19.0,22.0,0.93713009118541,4.514977532723793,,12876,,,,,adult_uninsure,2012,survey
Renton-North,20100,21.0,19.0,22.0,0.93713009118541,4.514977532723793,,12876,,,,,adult_uninsure,2012,survey
Renton-South,20200,21.0,19.0,22.0,0.887658358662614,4.2381959662562,,15185,,,,,adult_uninsure,2012,survey
Sammamish,21000,4.0,3.0,5.0,0.579630699088146,16.292401613080052,,1007,,,,,adult_uninsure,2012,survey
SE Seattle,2950,21.0,18.0,24.0,1.710675987841945,8.112867461770509,,5561,,,,,adult_uninsure,2012,survey
SeaTac/Tukwila,22000,31.0,29.0,34.0,1.672634042553191,5.319829023911682,,9451,,,,,adult_uninsure,2012,survey
Shoreline,23000,16.0,14.0,17.0,1.116375075987842,7.197776118554752,,5319,,,,,adult_uninsure,2012,survey
Snoqualmie/North Bend/Skykomish,24000,10.0,8.0,12.0,1.144779331306991,11.815742627949842,,2713,,,,,adult_uninsure,2012,survey
Vashon Island,25000,8.0,5.0,11.0,1.607553191489362,20.162339294407467,,568,,,,,adult_uninsure,2012,survey
West Seattle,2960,10.0,9.0,12.0,0.872565957446808,8.50798283366867,,3776,,,,,adult_uninsure,2012,survey
Auburn-North,1000,7.0,5.0,8.0,1.027905775075988,15.379996676478866,,1172,,,,,child_uninsure,2012,survey
